sample_date,test_date,wrrf_name,wrrf_abbreviation,Concentration (N1 Copies/L),Per capita load (N1 copies per day per population),annotation,population_served
2020-11-14T00:00:00.000Z,,26th Ward,,79320.0,6.376E7,,290608.0
2020-11-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,26th Ward,26W,62400.0,5.86E7,this sample was analyzed in duplicate. The higher of the 2 results is reported;Sample processing method slightly different due to supply chain issues;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-11-16T00:00:00.000Z,,26th Ward,,90700.0,6.895E7,,290608.0
2020-11-17T00:00:00.000Z,2020-11-18T00:00:00.000Z,26th Ward,26W,119000.0,7.93E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-11-18T00:00:00.000Z,,26th Ward,,145800.0,9.504E7,,290608.0
2020-11-19T00:00:00.000Z,,26th Ward,,172600.0,1.1078E8,,290608.0
2020-11-20T00:00:00.000Z,,26th Ward,,199400.0,1.2652E8,,290608.0
2020-11-21T00:00:00.000Z,,26th Ward,,226200.0,1.4226E8,,290608.0
2020-11-22T00:00:00.000Z,2020-11-23T00:00:00.000Z,26th Ward,26W,253000.0,1.58E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-11-23T00:00:00.000Z,,26th Ward,,263500.0,1.645E8,,290608.0
2020-11-24T00:00:00.000Z,2020-11-25T00:00:00.000Z,26th Ward,26W,274000.0,1.71E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-11-25T00:00:00.000Z,,26th Ward,,267200.0,1.668E8,,290608.0
2020-11-26T00:00:00.000Z,,26th Ward,,260400.0,1.626E8,,290608.0
2020-11-27T00:00:00.000Z,,26th Ward,,253600.0,1.584E8,,290608.0
2020-11-28T00:00:00.000Z,,26th Ward,,246800.0,1.542E8,,290608.0
2020-11-29T00:00:00.000Z,2020-11-30T00:00:00.000Z,26th Ward,26W,240000.0,1.5E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-11-30T00:00:00.000Z,,26th Ward,,197500.0,1.305E8,,290608.0
2020-12-01T00:00:00.000Z,2020-12-02T00:00:00.000Z,26th Ward,26W,155000.0,1.11E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-12-02T00:00:00.000Z,,26th Ward,,181200.0,1.284E8,,290608.0
2020-12-03T00:00:00.000Z,,26th Ward,,207400.0,1.458E8,,290608.0
2020-12-04T00:00:00.000Z,,26th Ward,,233600.0,1.632E8,,290608.0
2020-12-05T00:00:00.000Z,,26th Ward,,259800.0,1.806E8,,290608.0
2020-12-06T00:00:00.000Z,2020-12-07T00:00:00.000Z,26th Ward,26W,286000.0,1.98E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-12-07T00:00:00.000Z,,26th Ward,,316500.0,2.095E8,,290608.0
2020-12-08T00:00:00.000Z,2020-12-09T00:00:00.000Z,26th Ward,26W,347000.0,2.21E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-12-09T00:00:00.000Z,,26th Ward,,339400.0,2.17E8,,290608.0
2020-12-10T00:00:00.000Z,,26th Ward,,331800.0,2.13E8,,290608.0
2020-12-11T00:00:00.000Z,,26th Ward,,324200.0,2.09E8,,290608.0
2020-12-12T00:00:00.000Z,,26th Ward,,316600.0,2.05E8,,290608.0
2020-12-13T00:00:00.000Z,2020-12-14T00:00:00.000Z,26th Ward,26W,309000.0,2.01E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-12-14T00:00:00.000Z,,26th Ward,,316500.0,2.04E8,,290608.0
2020-12-15T00:00:00.000Z,2020-12-16T00:00:00.000Z,26th Ward,26W,324000.0,2.07E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-12-16T00:00:00.000Z,,26th Ward,,316800.0,2.068E8,,290608.0
2020-12-17T00:00:00.000Z,,26th Ward,,309600.0,2.066E8,,290608.0
2020-12-18T00:00:00.000Z,,26th Ward,,302400.0,2.064E8,,290608.0
2020-12-19T00:00:00.000Z,,26th Ward,,295200.0,2.062E8,,290608.0
2020-12-20T00:00:00.000Z,2020-12-21T00:00:00.000Z,26th Ward,26W,288000.0,2.06E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-12-21T00:00:00.000Z,,26th Ward,,209500.0,1.715E8,,290608.0
2020-12-22T00:00:00.000Z,2020-12-23T00:00:00.000Z,26th Ward,26W,131000.0,1.37E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-12-23T00:00:00.000Z,,26th Ward,,166800.0,1.516E8,,290608.0
2020-12-24T00:00:00.000Z,,26th Ward,,202600.0,1.662E8,,290608.0
2020-12-25T00:00:00.000Z,,26th Ward,,238400.0,1.808E8,,290608.0
2020-12-26T00:00:00.000Z,,26th Ward,,274200.0,1.954E8,,290608.0
2020-12-27T00:00:00.000Z,2020-12-28T00:00:00.000Z,26th Ward,26W,310000.0,2.1E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-12-28T00:00:00.000Z,,26th Ward,,192300.0,1.293E8,,290608.0
2020-12-29T00:00:00.000Z,2020-12-30T00:00:00.000Z,26th Ward,26W,74600.0,4.86E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2020-12-30T00:00:00.000Z,,26th Ward,,143280.0,1.0748E8,,290608.0
2020-12-31T00:00:00.000Z,,26th Ward,,211960.0,1.6636E8,,290608.0
2021-01-01T00:00:00.000Z,,26th Ward,,280640.0,2.2524E8,,290608.0
2021-01-02T00:00:00.000Z,,26th Ward,,349320.0,2.8412E8,,290608.0
2021-01-03T00:00:00.000Z,2021-01-04T00:00:00.000Z,26th Ward,26W,418000.0,3.43E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-01-04T00:00:00.000Z,,26th Ward,,491500.0,3.555E8,,290608.0
2021-01-05T00:00:00.000Z,2021-01-06T00:00:00.000Z,26th Ward,26W,565000.0,3.68E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-01-06T00:00:00.000Z,,26th Ward,,531000.0,3.468E8,,290608.0
2021-01-07T00:00:00.000Z,,26th Ward,,497000.0,3.256E8,,290608.0
2021-01-08T00:00:00.000Z,,26th Ward,,463000.0,3.044E8,,290608.0
2021-01-09T00:00:00.000Z,,26th Ward,,429000.0,2.832E8,,290608.0
2021-01-10T00:00:00.000Z,2021-01-11T00:00:00.000Z,26th Ward,26W,395000.0,2.62E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-01-11T00:00:00.000Z,,26th Ward,,471000.0,3.09E8,,290608.0
2021-01-12T00:00:00.000Z,2021-01-13T00:00:00.000Z,26th Ward,26W,547000.0,3.56E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-01-13T00:00:00.000Z,,26th Ward,,487000.0,3.176E8,,290608.0
2021-01-14T00:00:00.000Z,,26th Ward,,427000.0,2.792E8,,290608.0
2021-01-15T00:00:00.000Z,,26th Ward,,367000.0,2.408E8,,290608.0
2021-01-16T00:00:00.000Z,,26th Ward,,307000.0,2.024E8,,290608.0
2021-01-17T00:00:00.000Z,2021-01-18T00:00:00.000Z,26th Ward,26W,247000.0,1.64E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-01-18T00:00:00.000Z,,26th Ward,,160600.0,1.052E8,,290608.0
2021-01-19T00:00:00.000Z,2021-01-20T00:00:00.000Z,26th Ward,26W,74200.0,4.64E7,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-01-20T00:00:00.000Z,,26th Ward,,158760.0,1.0452E8,,290608.0
2021-01-21T00:00:00.000Z,,26th Ward,,243320.0,1.6264E8,,290608.0
2021-01-22T00:00:00.000Z,,26th Ward,,327880.0,2.2076E8,,290608.0
2021-01-23T00:00:00.000Z,,26th Ward,,412440.0,2.7888E8,,290608.0
2021-01-24T00:00:00.000Z,2021-01-25T00:00:00.000Z,26th Ward,26W,497000.0,3.37E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-01-25T00:00:00.000Z,,26th Ward,,658500.0,4.62E8,,290608.0
2021-01-26T00:00:00.000Z,2021-01-27T00:00:00.000Z,26th Ward,26W,820000.0,5.87E8,this sample was analyzed in duplicate. The higher of the 2 results is reported;This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-01-27T00:00:00.000Z,,26th Ward,,828200.0,5.864E8,,290608.0
2021-01-28T00:00:00.000Z,,26th Ward,,836400.0,5.858E8,,290608.0
2021-01-29T00:00:00.000Z,,26th Ward,,844600.0,5.852E8,,290608.0
2021-01-30T00:00:00.000Z,,26th Ward,,852800.0,5.846E8,,290608.0
2021-01-31T00:00:00.000Z,2021-02-01T00:00:00.000Z,26th Ward,26W,861000.0,5.84E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-02-01T00:00:00.000Z,,26th Ward,,804714.2857142857,5.491428571428572E8,,290608.0
2021-02-02T00:00:00.000Z,,26th Ward,,748428.5714285715,5.1428571428571427E8,,290608.0
2021-02-03T00:00:00.000Z,,26th Ward,,692142.8571428572,4.7942857142857146E8,,290608.0
2021-02-04T00:00:00.000Z,,26th Ward,,635857.1428571428,4.4457142857142854E8,,290608.0
2021-02-05T00:00:00.000Z,,26th Ward,,579571.4285714286,4.0971428571428573E8,,290608.0
2021-02-06T00:00:00.000Z,,26th Ward,,523285.7142857143,3.7485714285714287E8,,290608.0
2021-02-07T00:00:00.000Z,2021-02-08T00:00:00.000Z,26th Ward,26W,467000.0,3.4E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-02-08T00:00:00.000Z,,26th Ward,,452000.0,3.264285714285714E8,,290608.0
2021-02-09T00:00:00.000Z,,26th Ward,,437000.0,3.1285714285714287E8,,290608.0
2021-02-10T00:00:00.000Z,,26th Ward,,422000.0,2.9928571428571427E8,,290608.0
2021-02-11T00:00:00.000Z,,26th Ward,,407000.0,2.8571428571428573E8,,290608.0
2021-02-12T00:00:00.000Z,,26th Ward,,392000.0,2.7214285714285713E8,,290608.0
2021-02-13T00:00:00.000Z,,26th Ward,,377000.0,2.5857142857142857E8,,290608.0
2021-02-14T00:00:00.000Z,2021-02-15T00:00:00.000Z,26th Ward,26W,362000.0,2.45E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-02-15T00:00:00.000Z,,26th Ward,,353142.85714285716,2.4014285714285713E8,,290608.0
2021-02-16T00:00:00.000Z,,26th Ward,,344285.71428571426,2.352857142857143E8,,290608.0
2021-02-17T00:00:00.000Z,,26th Ward,,335428.5714285714,2.3042857142857143E8,,290608.0
2021-02-18T00:00:00.000Z,,26th Ward,,326571.4285714286,2.2557142857142857E8,,290608.0
2021-02-19T00:00:00.000Z,,26th Ward,,317714.28571428574,2.207142857142857E8,,290608.0
2021-02-20T00:00:00.000Z,,26th Ward,,308857.14285714284,2.1585714285714287E8,,290608.0
2021-02-21T00:00:00.000Z,2021-02-22T00:00:00.000Z,26th Ward,26W,300000.0,2.11E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-02-22T00:00:00.000Z,,26th Ward,,304285.71428571426,2.2442857142857143E8,,290608.0
2021-02-23T00:00:00.000Z,,26th Ward,,308571.4285714286,2.3785714285714287E8,,290608.0
2021-02-24T00:00:00.000Z,,26th Ward,,312857.14285714284,2.5128571428571427E8,,290608.0
2021-02-25T00:00:00.000Z,,26th Ward,,317142.85714285716,2.6471428571428573E8,,290608.0
2021-02-26T00:00:00.000Z,,26th Ward,,321428.5714285714,2.7814285714285713E8,,290608.0
2021-02-27T00:00:00.000Z,,26th Ward,,325714.2857142857,2.9157142857142854E8,,290608.0
2021-02-28T00:00:00.000Z,2021-03-01T00:00:00.000Z,26th Ward,26W,330000.0,3.05E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-03-01T00:00:00.000Z,,26th Ward,,309285.71428571426,2.7828571428571427E8,,290608.0
2021-03-02T00:00:00.000Z,,26th Ward,,288571.4285714286,2.5157142857142857E8,,290608.0
2021-03-03T00:00:00.000Z,,26th Ward,,267857.14285714284,2.2485714285714287E8,,290608.0
2021-03-04T00:00:00.000Z,,26th Ward,,247142.85714285716,1.9814285714285713E8,,290608.0
2021-03-05T00:00:00.000Z,,26th Ward,,226428.57142857142,1.7142857142857143E8,,290608.0
2021-03-06T00:00:00.000Z,,26th Ward,,205714.2857142857,1.4471428571428573E8,,290608.0
2021-03-07T00:00:00.000Z,2021-03-08T00:00:00.000Z,26th Ward,26W,185000.0,1.18E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-03-08T00:00:00.000Z,,26th Ward,,202571.42857142858,1.2928571428571428E8,,290608.0
2021-03-09T00:00:00.000Z,,26th Ward,,220142.85714285716,1.4057142857142857E8,,290608.0
2021-03-10T00:00:00.000Z,,26th Ward,,237714.2857142857,1.5185714285714287E8,,290608.0
2021-03-11T00:00:00.000Z,,26th Ward,,255285.7142857143,1.6314285714285713E8,,290608.0
2021-03-12T00:00:00.000Z,,26th Ward,,272857.14285714284,1.7442857142857143E8,,290608.0
2021-03-13T00:00:00.000Z,,26th Ward,,290428.5714285714,1.8571428571428573E8,,290608.0
2021-03-14T00:00:00.000Z,2021-03-15T00:00:00.000Z,26th Ward,26W,308000.0,1.97E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-03-15T00:00:00.000Z,,26th Ward,,323857.14285714284,2.0557142857142857E8,,290608.0
2021-03-16T00:00:00.000Z,,26th Ward,,339714.28571428574,2.1414285714285713E8,,290608.0
2021-03-17T00:00:00.000Z,,26th Ward,,355571.4285714286,2.227142857142857E8,,290608.0
2021-03-18T00:00:00.000Z,,26th Ward,,371428.5714285714,2.3128571428571427E8,,290608.0
2021-03-19T00:00:00.000Z,,26th Ward,,387285.7142857143,2.3985714285714287E8,,290608.0
2021-03-20T00:00:00.000Z,,26th Ward,,403142.85714285716,2.4842857142857143E8,,290608.0
2021-03-21T00:00:00.000Z,2021-03-22T00:00:00.000Z,26th Ward,26W,419000.0,2.57E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-03-22T00:00:00.000Z,,26th Ward,,401000.0,2.6871428571428573E8,,290608.0
2021-03-23T00:00:00.000Z,,26th Ward,,383000.0,2.804285714285714E8,,290608.0
2021-03-24T00:00:00.000Z,,26th Ward,,365000.0,2.9214285714285713E8,,290608.0
2021-03-25T00:00:00.000Z,,26th Ward,,347000.0,3.0385714285714287E8,,290608.0
2021-03-26T00:00:00.000Z,,26th Ward,,329000.0,3.155714285714286E8,,290608.0
2021-03-27T00:00:00.000Z,,26th Ward,,311000.0,3.2728571428571427E8,,290608.0
2021-03-28T00:00:00.000Z,2021-03-29T00:00:00.000Z,26th Ward,26W,293000.0,3.39E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-03-29T00:00:00.000Z,,26th Ward,,275285.71428571426,3.0571428571428573E8,,290608.0
2021-03-30T00:00:00.000Z,,26th Ward,,257571.42857142858,2.724285714285714E8,,290608.0
2021-03-31T00:00:00.000Z,,26th Ward,,239857.14285714284,2.3914285714285713E8,,290608.0
2021-04-01T00:00:00.000Z,,26th Ward,,222142.85714285716,2.0585714285714287E8,,290608.0
2021-04-02T00:00:00.000Z,,26th Ward,,204428.57142857142,1.7257142857142857E8,,290608.0
2021-04-03T00:00:00.000Z,,26th Ward,,186714.2857142857,1.3928571428571427E8,,290608.0
2021-04-04T00:00:00.000Z,2021-04-05T00:00:00.000Z,26th Ward,26W,169000.0,1.06E8,This concentration was obtained using a pooled standard curve (pooled from RT-qPCR plates run between 9/11/2020 and 4/14/2021),290608.0
2021-04-05T00:00:00.000Z,,26th Ward,,177714.2857142857,1.23E8,,290608.0
2021-04-06T00:00:00.000Z,,26th Ward,,186428.57142857142,1.4E8,,290608.0
2021-04-07T00:00:00.000Z,,26th Ward,,195142.85714285713,1.57E8,,290608.0
2021-04-08T00:00:00.000Z,,26th Ward,,203857.14285714284,1.74E8,,290608.0
2021-04-09T00:00:00.000Z,,26th Ward,,212571.42857142858,1.91E8,,290608.0
2021-04-10T00:00:00.000Z,,26th Ward,,221285.7142857143,2.08E8,,290608.0
